Node Number	X Location (m)	Y Location (m)	Z Location (m)	Minimum Principal Elastic Strain (m/m)
1000	0.12912	5.08e-002	2.54e-003	-6.8577e-005
1001	0.127	4.445e-002	2.54e-003	-8.1714e-005
1002	0.127	3.175e-002	2.54e-003	-8.8497e-005
1003	0.127	1.905e-002	2.54e-003	-4.4651e-005
1004	0.127	6.35e-003	2.54e-003	-1.2642e-005
1005	0.1453	0.1524	2.54e-003	-1.4281e-005
1006	0.17344	0.1524	2.54e-003	-2.0965e-005
1007	0.20158	0.1524	2.54e-003	-2.5218e-005
1008	0.22972	0.1524	2.54e-003	-2.1382e-005
1009	0.25786	0.1524	2.54e-003	-1.8935e-005
1010	0.286	0.1524	2.54e-003	-1.6346e-005
1011	0.31414	0.1524	2.54e-003	-1.3767e-005
1012	0.34228	0.1524	2.54e-003	-1.1286e-005
1013	0.37042	0.1524	2.54e-003	-9.4422e-006
1014	0.39856	0.1524	2.54e-003	-7.7793e-006
1015	0.4267	0.1524	2.54e-003	-6.2308e-006
1016	0.45483	0.1524	2.54e-003	-4.8253e-006
1017	0.48297	0.1524	2.54e-003	-3.6009e-006
1018	0.51111	0.1524	2.54e-003	-2.5951e-006
1019	0.53925	0.1524	2.54e-003	-1.7965e-006
1020	0.56739	0.1524	2.54e-003	-1.1633e-006
1021	0.59553	0.1524	2.54e-003	-6.7624e-007
1022	0.6096	0.13716	2.54e-003	-6.1377e-007
1023	0.6096	0.10668	2.54e-003	-9.6013e-007
1024	0.6096	7.62e-002	2.54e-003	-1.153e-006
1025	0.6096	4.572e-002	2.54e-003	-9.6212e-007
1026	0.6096	1.524e-002	2.54e-003	-6.1238e-007
1027	3.9968e-016	4.572e-002	2.54e-003	-6.3367e-007
1028	1.3323e-016	1.524e-002	2.54e-003	-1.8332e-006
1029	6.6613e-016	7.62e-002	2.54e-003	-5.4695e-007
1030	9.3259e-016	0.10668	2.54e-003	-1.1936e-007
1031	1.199e-015	0.13716	2.54e-003	-1.4583e-006
1032	0.59553	0.	2.54e-003	-6.7682e-007
1033	0.56739	0.	2.54e-003	-1.1578e-006
1034	0.53925	0.	2.54e-003	-1.7826e-006
1035	0.51111	0.	2.54e-003	-2.5754e-006
1036	0.48297	0.	2.54e-003	-3.5606e-006
1037	0.45483	0.	2.54e-003	-4.7605e-006
1038	0.4267	0.	2.54e-003	-6.1864e-006
1039	0.39856	0.	2.54e-003	-7.8093e-006
1040	0.37042	0.	2.54e-003	-9.7125e-006
1041	0.34228	0.	2.54e-003	-1.2157e-005
1042	0.31414	0.	2.54e-003	-1.4448e-005
1043	0.286	0.	2.54e-003	-1.638e-005
1044	0.25786	0.	2.54e-003	-1.9307e-005
1045	0.22972	0.	2.54e-003	-2.4732e-005
1046	0.20158	0.	2.54e-003	-2.5835e-005
1047	0.17344	0.	2.54e-003	-2.0552e-005
1048	0.1453	0.	2.54e-003	-1.6241e-005
1049	0.1143	-1.9413e-032	2.54e-003	-1.8165e-005
1050	8.89e-002	-1.5099e-032	2.54e-003	-3.5599e-005
1051	6.35e-002	-1.0785e-032	2.54e-003	-4.5118e-005
1052	3.81e-002	-6.4711e-033	2.54e-003	-5.276e-005
1053	1.27e-002	-2.157e-033	2.54e-003	-3.0763e-005
1054	1.27e-002	0.1524	2.54e-003	-3.149e-005
1055	3.81e-002	0.1524	2.54e-003	-5.4099e-005
1056	6.35e-002	0.1524	2.54e-003	-4.5593e-005
1057	8.89e-002	0.1524	2.54e-003	-3.3807e-005
1058	0.1143	0.1524	2.54e-003	-1.9645e-005
