Node Number	X Location (m)	Y Location (m)	Z Location (m)	Equivalent Elastic Strain (m/m)
1017	0.48391	0.	2.54e-003	8.0913e-006
1018	0.49788	0.	1.27e-003	4.973e-007
1019	0.45598	0.	2.54e-003	1.1636e-005
1020	0.46995	0.	1.27e-003	6.1669e-007
1021	0.42805	0.	2.54e-003	1.5902e-005
1022	0.44202	0.	1.27e-003	7.4082e-007
1023	0.40012	0.	2.54e-003	2.0875e-005
1024	0.41409	0.	1.27e-003	8.6121e-007
1025	0.37219	0.	2.54e-003	2.6504e-005
1026	0.38616	0.	1.27e-003	9.4326e-007
1027	0.34426	0.	2.54e-003	3.2872e-005
1028	0.35822	0.	1.27e-003	1.0463e-006
1029	0.31633	0.	2.54e-003	3.9988e-005
1030	0.33029	0.	1.27e-003	1.221e-006
1031	0.2884	0.	2.54e-003	4.7749e-005
1032	0.30236	0.	1.27e-003	1.3283e-006
1033	0.26047	0.	2.54e-003	5.6118e-005
1034	0.27443	0.	1.27e-003	1.3013e-006
1035	0.23254	0.	2.54e-003	6.4921e-005
1036	0.2465	0.	1.27e-003	1.2578e-006
1037	0.20461	0.	2.54e-003	7.3243e-005
1038	0.21857	0.	1.27e-003	1.0998e-006
1039	0.17668	0.	2.54e-003	7.6691e-005
1040	0.19064	0.	1.27e-003	1.0645e-006
1041	0.14875	0.	2.54e-003	6.6665e-005
1042	0.16271	0.	1.27e-003	2.1308e-006
1043	0.12081	0.	2.54e-003	4.7128e-005
1044	0.13478	0.	1.27e-003	2.0224e-006
1045	0.10685	0.	1.27e-003	7.8948e-006
1046	8.9789e-002	-4.4489e-032	2.54e-003	6.6739e-005
1047	0.10262	-5.0845e-032	1.27e-003	7.9094e-006
1048	6.4135e-002	-3.1778e-032	2.54e-003	1.1025e-004
1049	7.6962e-002	0.	1.27e-003	9.5092e-007
1050	3.8481e-002	-1.9067e-032	2.54e-003	1.3455e-004
1051	5.1308e-002	0.	1.27e-003	5.0639e-006
1052	1.2827e-002	-6.3556e-033	2.54e-003	1.0075e-004
1053	2.5654e-002	0.	1.27e-003	3.3858e-006
1054	0.	0.	1.27e-003	3.5607e-005
1055	1.2827e-002	0.1524	2.54e-003	1.0182e-004
1056	1.3323e-015	0.1524	1.27e-003	3.1644e-005
1057	3.8481e-002	0.1524	2.54e-003	1.3416e-004
1058	2.5654e-002	0.1524	1.27e-003	3.0638e-006
1059	6.4135e-002	0.1524	2.54e-003	1.1046e-004
1060	5.1308e-002	0.1524	1.27e-003	3.9966e-006
1061	8.9789e-002	0.1524	2.54e-003	6.778e-005
1062	7.6962e-002	0.1524	1.27e-003	1.5642e-006
1063	0.10262	0.1524	1.27e-003	1.1969e-005
1064	6.4135e-002	0.1524	0.	1.1046e-004
1065	8.9789e-002	0.1524	0.	6.778e-005
1066	3.8481e-002	0.1524	0.	1.3416e-004
1067	1.2827e-002	0.1524	0.	1.0182e-004
1068	0.10262	0.14605	0.	5.0133e-005
1069	1.199e-015	0.13716	0.	8.3667e-005
1070	3.8481e-002	-1.9067e-032	0.	1.3455e-004
1071	1.2827e-002	-6.3556e-033	0.	1.0075e-004
1072	6.4135e-002	-3.1778e-032	0.	1.1025e-004
1073	8.9789e-002	-4.4489e-032	0.	6.6739e-005
1074	0.10262	6.35e-003	0.	6.1051e-005
1075	1.3323e-016	1.524e-002	0.	8.2167e-005
1076	0.14875	0.	0.	6.6665e-005
1077	0.12081	0.	0.	4.7128e-005
1078	0.17668	0.	0.	7.6691e-005
1079	0.20461	0.	0.	7.3243e-005
1080	0.23254	0.	0.	6.4921e-005
1081	0.26047	0.	0.	5.6118e-005
1082	0.2884	0.	0.	4.7749e-005
1083	0.31633	0.	0.	3.9988e-005
1084	0.34426	0.	0.	3.2872e-005
1085	0.37219	0.	0.	2.6504e-005
1086	0.40012	0.	0.	2.0875e-005
1087	0.42805	0.	0.	1.5902e-005
1088	0.45598	0.	0.	1.1636e-005
1089	0.48391	0.	0.	8.0913e-006
1090	0.51184	0.	0.	5.2332e-006
1091	0.53977	0.	0.	3.0571e-006
1092	0.5677	0.	0.	1.5636e-006
1093	0.59563	0.	0.	7.1093e-007
1094	0.10685	6.35e-003	0.	3.3786e-005
1095	0.6096	1.524e-002	0.	6.2527e-007
1096	9.3259e-016	0.10668	0.	1.0311e-004
1097	6.6613e-016	7.62e-002	0.	1.0532e-004
1098	3.9968e-016	4.572e-002	0.	1.0203e-004
1099	0.6096	4.572e-002	0.	1.0292e-006
1100	0.6096	7.62e-002	0.	1.234e-006
1101	0.6096	0.10668	0.	1.0298e-006
1102	0.6096	0.13716	0.	6.261e-007
1103	0.59563	0.1524	0.	7.1208e-007
1104	0.5677	0.1524	0.	1.5632e-006
1105	0.53977	0.1524	0.	3.0627e-006
1106	0.51184	0.1524	0.	5.2432e-006
1107	0.48391	0.1524	0.	8.1054e-006
1108	0.45598	0.1524	0.	1.1658e-005
1109	0.42805	0.1524	0.	1.5907e-005
1110	0.40012	0.1524	0.	2.0822e-005
1111	0.37219	0.1524	0.	2.6507e-005
1112	0.34426	0.1524	0.	3.2894e-005
1113	0.31633	0.1524	0.	3.9963e-005
1114	0.2884	0.1524	0.	4.7805e-005
1115	0.26047	0.1524	0.	5.6759e-005
1116	0.23254	0.1524	0.	6.5379e-005
1117	0.20461	0.1524	0.	7.4424e-005
1118	0.17668	0.1524	0.	7.8729e-005
1119	0.14875	0.1524	0.	6.5808e-005
1120	0.12081	0.1524	0.	4.4205e-005
1121	0.10685	0.14605	0.	2.6919e-005
1122	0.10262	3.175e-002	0.	1.7753e-004
1123	0.10262	4.445e-002	0.	2.7368e-004
1124	0.10262	1.905e-002	0.	1.318e-004
1125	0.10473	5.08e-002	0.	3.1118e-004
1126	0.10685	1.905e-002	0.	7.4427e-005
1127	0.10685	3.175e-002	0.	1.4117e-004
1128	0.10685	4.445e-002	0.	2.4572e-004
1129	0.10262	0.12065	0.	1.3693e-004
1130	0.10262	0.10795	0.	3.4929e-004
1131	0.10262	0.13335	0.	8.1014e-005
1132	0.10473	0.1016	0.	3.9321e-004
1133	0.10685	0.13335	0.	4.8287e-005
1134	0.10685	0.12065	0.	1.1361e-004
1135	0.10685	0.10795	0.	2.3024e-004
